"...1","id","Autor","titulo","fecha","Técnica","soporte","dimension","procedencia","url_ficha","url","path","tweet","tweetsize","tuiteadoya"
248,"P001518","Michiel Coxcie","La muerte de Abel","Después de 1539","Óleo","Lienzo","Alto: 151 cm.; Ancho: 125 cm.","Colección Real (colección IX almirante de Castilla, Madrid, 1647; col. X almirante de Castilla, Madrid, 1691; col. Isabel Farnesio, Palacio de La Granja, Segovia, pieza donde se dice misa, 1746, nº 624; La Granja, 1766, nº 624; Palacio de Aranjuez, Madrid, pieza de trucos, 1794, nº 624; Aranjuez, pieza de trucos, 1818, nº 624).","https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-abel/35fc182e-0aa5-4934-a75b-e000906f5b76?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/35/35fc/35fc182e-0aa5-4934-a75b-e000906f5b76/91bd0db9-10a2-4dc3-9d94-06f5257e8ecb.jpg","data/images/P001518.jpg","La muerte de Abel - Michiel Coxcie (Después de 1539)  https://www.museodelprado.es/coleccion/obra-de-arte/la-muerte-de-abel/35fc182e-0aa5-4934-a75b-e000906f5b76?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
29,"P007285","Anónimo","Creación de Adán. Pintura mural de la ermita de la Vera Cruz de Maderuelo","Siglo XII","Pintura al fresco","Revestimiento mural trasladado a lienzo","Alto: 203 cm.; Ancho: 239 cm.","Ermita de la Vera Cruz, Maderuelo, Segovia, 1948.","https://www.museodelprado.es/coleccion/obra-de-arte/creacion-de-adan-pintura-mural-de-la-ermita-de-la/52e8a064-dfad-43db-a9f9-939eeba21869?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/52e8/52e8a064-dfad-43db-a9f9-939eeba21869/cf41b830-74be-4746-af5a-b13f15fb036d.jpg","data/images/P007285.jpg","Creación de Adán. Pintura mural de la ermita de la Vera Cruz de Maderuelo - Anónimo (Siglo XII)  https://www.museodelprado.es/coleccion/obra-de-arte/creacion-de-adan-pintura-mural-de-la-ermita-de-la/52e8a064-dfad-43db-a9f9-939eeba21869?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1689,"D004376","Francisco de Goya y Lucientes","Disparate alegre","1815 - 1819","Aguada roja; Sanguina","Papel verjurado, ahuesado","Alto: 214 mm.; Ancho: 316 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Valentín Carderera, Madrid, c. 1861; Mariano Carderera; Museo del Prado, Madrid, 1880; Museo del Prado, 12-11-1886.","https://www.museodelprado.es/coleccion/obra-de-arte/disparate-alegre/2c5a0f79-c398-4666-8012-d8bce301c706?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/2c/2c5a/2c5a0f79-c398-4666-8012-d8bce301c706/2d38111a-1fc5-46b5-87b8-2e39257095f1.jpg","data/images/D004376.jpg","Disparate alegre - Francisco de Goya y Lucientes (1815 - 1819)  https://www.museodelprado.es/coleccion/obra-de-arte/disparate-alegre/2c5a0f79-c398-4666-8012-d8bce301c706?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1050,"P000785","Francisco de Goya y Lucientes","El columpio","1779","Óleo","Lienzo","Alto: 260 cm.; Ancho: 165 cm.","Colección Real : Entregado a la Real Fábrica de Tapices de Santa Bárbara, Madrid, el 21 de julio de 1779. Transferido entre 1856-1857 al Palacio Real de Madrid (sótanos del oficio de tapicería). Ingresó en el Prado por reales órdenes de 18.1 y 9.2. de 1870.","https://www.museodelprado.es/coleccion/obra-de-arte/el-columpio/55a2fd63-df27-4897-9f0f-e2073ae885aa?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/55/55a2/55a2fd63-df27-4897-9f0f-e2073ae885aa/be62603b-f11a-49d3-b472-85780d423b77.jpg","data/images/P000785.jpg","El columpio - Francisco de Goya y Lucientes (1779)  https://www.museodelprado.es/coleccion/obra-de-arte/el-columpio/55a2fd63-df27-4897-9f0f-e2073ae885aa?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
372,"P005764","Alonso Sánchez Coello","Don Sebastián, rey de Portugal","Hacia 1580","Óleo","Lienzo","Alto: 114 cm.; Ancho: 91 cm.","Colección Real (Palacio Real Nuevo, Madrid, pinturas que quedaron sin colgar en la última pieza de la Furriera, 1747, nº 718; Palacio del Buen Retiro, Madrid, 1794, nº 389)","https://www.museodelprado.es/coleccion/obra-de-arte/don-sebastian-rey-de-portugal/c80a193a-a243-47b4-9950-9d7966854883?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/c8/c80a/c80a193a-a243-47b4-9950-9d7966854883/1de5cdda-c27a-489e-a0a7-77c0b404051a.jpg","data/images/P005764.jpg","Don Sebastián, rey de Portugal - Alonso Sánchez Coello (Hacia 1580)  https://www.museodelprado.es/coleccion/obra-de-arte/don-sebastian-rey-de-portugal/c80a193a-a243-47b4-9950-9d7966854883?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
806,"P000975","Bartolomé Esteban Murillo","La Virgen del Rosario","1650 - 1655","Óleo","Lienzo","Alto: 166 cm.; Ancho: 112 cm.","Colección Real (Palacio Real, Madrid, cuarto del capitán de guardias, 1814-1818, nº 275; Real Monasterio de San Lorenzo, El Escorial, Madrid, 1819-1827).","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-del-rosario/eb5f85ec-f95d-4709-ab09-693206bfb3f5?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/eb/eb5f/eb5f85ec-f95d-4709-ab09-693206bfb3f5/51b437e6-18e9-4ed3-8eb8-676bf134eabe.jpg","data/images/P000975.jpg","La Virgen del Rosario - Bartolomé Esteban Murillo (1650 - 1655)  https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-del-rosario/eb5f85ec-f95d-4709-ab09-693206bfb3f5?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
2059,"O000079","Francesco Tortorino","Vaso de la Montería","1550 - 1575","Tallado; Grabado; Esmerilado","Cristal de roca / cuarzo hialino","Alto: 20,5 cm.; Diámetro: 13,8 cm.; Peso: 938 g.; Diámetro de la base: 6,6 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/vaso-de-la-monteria/5a18363c-0ad2-462e-8a5a-6c3a4f1fe84e?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/5a/5a18/5a18363c-0ad2-462e-8a5a-6c3a4f1fe84e/0ff28b6d-6861-4be1-8fc3-8a3429de90fe.jpg","data/images/O000079.jpg","Vaso de la Montería - Francesco Tortorino (1550 - 1575)  https://www.museodelprado.es/coleccion/obra-de-arte/vaso-de-la-monteria/5a18363c-0ad2-462e-8a5a-6c3a4f1fe84e?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1075,"P007181","Francisco Bayeu y Subías","El vendedor de claveles","Hacia 1786","Óleo","Lienzo","Alto: 334 cm.; Ancho: 119 cm.","Colección Real (Real Patrimonio), 1870","https://www.museodelprado.es/coleccion/obra-de-arte/el-vendedor-de-claveles/b31f7d5d-a726-4255-918e-4e317df4279c?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/b3/b31f/b31f7d5d-a726-4255-918e-4e317df4279c/6336b164-b4c8-4d35-b80f-e41daec8117a.jpg","data/images/P007181.jpg","El vendedor de claveles - Francisco Bayeu y Subías (Hacia 1786)  https://www.museodelprado.es/coleccion/obra-de-arte/el-vendedor-de-claveles/b31f7d5d-a726-4255-918e-4e317df4279c?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
221,"P000334","Andrea del Sarto","La Virgen con el Niño entre San Mateo y un ángel","1522","Óleo","Tabla","Alto: 177 cm.; Ancho: 135 cm.","Almoneda de la Commonwealth, de los bienes de Carlos I de Inglaterra, 1649-1654; coronel William Wetton; adquirida por Alonso de Cárdenas para Felipe IV; Colección Real (Real Monasterio de San Lorenzo de El Escorial, Madrid, sacristía)","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-con-el-nio-entre-san-mateo-y-un-angel/8758e086-97a1-4741-96ce-482e15bddbb5?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/87/8758/8758e086-97a1-4741-96ce-482e15bddbb5/6c51dcf1-d45a-4ead-99cb-97fb95f2e4c6.jpg","data/images/P000334.jpg","La Virgen con el Niño entre San Mateo y un ángel - Andrea del Sarto (1522)  https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-con-el-nio-entre-san-mateo-y-un-angel/8758e086-97a1-4741-96ce-482e15bddbb5?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
672,"P001180","Diego Rodríguez de Silva y Velázquez","El príncipe Baltasar Carlos, a caballo","1634 - 1635","Óleo","Lienzo","Alto: 211,5 cm.; Ancho: 177 cm.","Colección Real (Palacio del Buen Retiro, Madrid, 1701, nº 266; Palacio Real Nuevo, Madrid, paso del cuarto del señor infante don Luis, 1772, nº 266; Palacio Real Nuevo, Madrid, cuarto de la serenísima infanta-dormitorio, 1794, nº 266; Palacio Real, Madrid, callejón de paso a las tribunas, 1814-1818, nº 266)","https://www.museodelprado.es/coleccion/obra-de-arte/el-principe-baltasar-carlos-a-caballo/5d224aa8-4d2c-47e0-b3b2-3ea37229cdcb?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d22/5d224aa8-4d2c-47e0-b3b2-3ea37229cdcb/2d057535-fe34-42a6-9f64-8c18846cb7a3.jpg","data/images/P001180.jpg","El príncipe Baltasar Carlos, a caballo - Diego Rodríguez de Silva y Velázquez (1634 - 1635)  https://www.museodelprado.es/coleccion/obra-de-arte/el-principe-baltasar-carlos-a-caballo/5d224aa8-4d2c-47e0-b3b2-3ea37229cdcb?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
320,"P000440","Vecellio di Gregorio Tiziano","Entierro de Cristo","1559","Óleo","Lienzo","Alto: 136 cm.; Ancho: 174,5 cm.; Fondo: 2,3 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/entierro-de-cristo/818366f2-095f-4ae9-bdf8-6e9b7e853c98?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/81/8183/818366f2-095f-4ae9-bdf8-6e9b7e853c98/7707c245-32d1-4333-a5e5-9dbb19482069.jpg","data/images/P000440.jpg","Entierro de Cristo - Vecellio di Gregorio Tiziano (1559)  https://www.museodelprado.es/coleccion/obra-de-arte/entierro-de-cristo/818366f2-095f-4ae9-bdf8-6e9b7e853c98?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1552,"D003942","Francisco de Goya y Lucientes","Por no trabajar","1808 - 1814","Aguada; Pincel; Tinta de hollín","Papel verjurado","Alto: 205 mm.; Ancho: 144 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/por-no-trabajar/ee20c41d-e32a-4444-b56f-2c45b821c138?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ee/ee20/ee20c41d-e32a-4444-b56f-2c45b821c138/c9a37111-3759-461c-a998-f257c1bf4b89.jpg","data/images/D003942.jpg","Por no trabajar - Francisco de Goya y Lucientes (1808 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/por-no-trabajar/ee20c41d-e32a-4444-b56f-2c45b821c138?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
354,"P000827","El Greco","La Anunciación","1570 - 1572","Óleo","Tabla","Alto: 26,7 cm.; Ancho: 20 cm.","Nuevas Adquisiciones Museo de la Trinidad (adquirido a Concepción Parody), 1868.","https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion/0e31a4de-bf19-4e4d-8977-f61ca8211dea?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/0e/0e31/0e31a4de-bf19-4e4d-8977-f61ca8211dea/ce861d32-577a-42cb-a5ea-36069a8ae2fa.jpg","data/images/P000827.jpg","La Anunciación - El Greco (1570 - 1572)  https://www.museodelprado.es/coleccion/obra-de-arte/la-anunciacion/0e31a4de-bf19-4e4d-8977-f61ca8211dea?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1285,"P004688","Manuel Domínguez Sánchez","Séneca, después de abrirse las venas, se mete en un baño y sus amigos, poseídos de dolor, juran odio a Nerón que decretó la muerte de su maestro","1871","Óleo","Lienzo","Alto: 270 cm.; Ancho: 450 cm.","Nuevas Adquisiciones Museo de la Trinidad, 1873; Museo de Arte Moderno.","https://www.museodelprado.es/coleccion/obra-de-arte/seneca-despues-de-abrirse-las-venas-se-mete-en-un/7a5faebf-1111-4d01-bc18-c47c771533c0?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/7a/7a5f/7a5faebf-1111-4d01-bc18-c47c771533c0/06a9ecff-7bda-43c1-a500-1a54d6119278.jpg","data/images/P004688.jpg","Séneca, después de abrirse las venas, se mete en un baño y sus amigos, poseídos de dolor, juran odio a Nerón que decretó la muerte de su maestro - Manuel Domínguez Sánchez (1871)  https://www.museodelprado.es/coleccion/obra-de-arte/seneca-despues-de-abrirse-las-venas-se-mete-en-un/7a5faebf-1111-4d01-bc18-c47c771533c0?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1732,"E000166","Taller romano","Emperador divinizado","Hacia 50; Siglo XVII","Esculpido","Mármol","Alto: 218 cm.; Ancho: 105 cm.; Fondo: 80 cm.","Colección Real (Colección Cristina de Suecia.- Colección Odescalchi.- Colección Felipe V, Palacio de La Granja de San Ildefonso).","https://www.museodelprado.es/coleccion/obra-de-arte/emperador-divinizado/1c6b10db-fa7d-49d6-9c1b-3ba2eef9814a?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/1c/1c6b/1c6b10db-fa7d-49d6-9c1b-3ba2eef9814a/f19948b7-bab1-4b80-b4b9-25520829c865.jpg","data/images/E000166.jpg","Emperador divinizado - Taller romano (Hacia 50; Siglo XVII)  https://www.museodelprado.es/coleccion/obra-de-arte/emperador-divinizado/1c6b10db-fa7d-49d6-9c1b-3ba2eef9814a?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
802,"P003661","Ignacio Raeth","Alegoría de las Artes y las Ciencias","1649","Óleo","Lienzo","Alto: 82 cm.; Ancho: 116 cm.","Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889","https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-las-artes-y-las-ciencias/e22337a1-c25a-403e-81a3-7987af9b78b6?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/e2/e223/e22337a1-c25a-403e-81a3-7987af9b78b6/13a2143a-1f49-459a-a8f4-93b41a0b1c9e.jpg","data/images/P003661.jpg","Alegoría de las Artes y las Ciencias - Ignacio Raeth (1649)  https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-las-artes-y-las-ciencias/e22337a1-c25a-403e-81a3-7987af9b78b6?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
920,"P000054","Giuseppe Bonito","La embajada turca en Nápoles","1741","Óleo","Lienzo","Alto: 207 cm.; Ancho: 170 cm.","Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza de cubiertos, 1746, nº 568; La Granja, pieza sexta, 1766, nº 568; Palacio de Aranjuez, Madrid, cuarto del príncipe-pieza de comer, 1794; Aranjuez, tercera pieza del cuarto del príncipe, 1818, nº 568).","https://www.museodelprado.es/coleccion/obra-de-arte/la-embajada-turca-en-napoles/8e6b08e7-63d6-4d25-b439-1a5af33b3bfd?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/8e/8e6b/8e6b08e7-63d6-4d25-b439-1a5af33b3bfd/68918086-509b-4b01-b9a5-24a8d0c3fa16.jpg","data/images/P000054.jpg","La embajada turca en Nápoles - Giuseppe Bonito (1741)  https://www.museodelprado.es/coleccion/obra-de-arte/la-embajada-turca-en-napoles/8e6b08e7-63d6-4d25-b439-1a5af33b3bfd?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
406,"P006184","Alonso) Anónimo (Según modelo de Sánchez Coello; Jan Kraek","Isabel Clara Eugenia","1591 - 1592","Óleo","Lienzo","Alto: 194 cm.; Ancho: 109 cm.","Museo de la Trinidad","https://www.museodelprado.es/coleccion/obra-de-arte/isabel-clara-eugenia/1b21db34-c7f7-4fdc-b2bb-94d89cd5b3d2?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/1b/1b21/1b21db34-c7f7-4fdc-b2bb-94d89cd5b3d2/a4315ee6-e1c1-4431-ae4e-efa0e2c50169.jpg","data/images/P006184.jpg","Isabel Clara Eugenia - Alonso) Anónimo (Según modelo de Sánchez Coello; Jan Kraek (1591 - 1592)  https://www.museodelprado.es/coleccion/obra-de-arte/isabel-clara-eugenia/1b21db34-c7f7-4fdc-b2bb-94d89cd5b3d2?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1022,"P007701","Luis Paret y Alcázar","Autorretrato en el estudio","1775 - 1778","Óleo","Lienzo","Alto: 39,8 cm.; Ancho: 31,8 cm.; Fondo: 2,1 cm.","Donación de la Fundación Amigos del Museo del Prado, 1996.","https://www.museodelprado.es/coleccion/obra-de-arte/autorretrato-en-el-estudio/5372de87-9c63-4b93-99e3-eed9d4927c02?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/5372/5372de87-9c63-4b93-99e3-eed9d4927c02/37da708c-97fe-47cb-b358-52669cbb7d86.jpg","data/images/P007701.jpg","Autorretrato en el estudio - Luis Paret y Alcázar (1775 - 1778)  https://www.museodelprado.es/coleccion/obra-de-arte/autorretrato-en-el-estudio/5372de87-9c63-4b93-99e3-eed9d4927c02?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1918,"E000731","Antonio Solá","La Caridad romana","1851","Esculpido","Mármol de Carrara","Alto: 170 cm.; Ancho: 126 cm.; Fondo: 78 cm.","Colección Real, 1852-1896; Museo de Arte Moderno, 1896-1971","https://www.museodelprado.es/coleccion/obra-de-arte/la-caridad-romana/ec48b12e-f705-4a48-a8b2-9a3da54fbc76?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ec/ec48/ec48b12e-f705-4a48-a8b2-9a3da54fbc76/73bdb961-2d25-4985-84ba-49021d4ca1e8.jpg","data/images/E000731.jpg","La Caridad romana - Antonio Solá (1851)  https://www.museodelprado.es/coleccion/obra-de-arte/la-caridad-romana/ec48b12e-f705-4a48-a8b2-9a3da54fbc76?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
813,"P001989","Juan de Espinosa","Bodegón con pájaro muerto","1651","Óleo","Tabla","Alto: 23 cm.; Ancho: 30 cm.","Colección de Gaspar Méndez de Haro y Guzmán, marqués de Heliche, en 1651; Colección Real (Palacio de Aranjuez, Madrid). Ingresó en el Museo en 1848.","https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-pajaro-muerto/8df7694f-5f23-41a1-a014-b4ca30f78575?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/8d/8df7/8df7694f-5f23-41a1-a014-b4ca30f78575/8c9d6e21-4450-4804-ab8c-4e3ebcac3855.jpg","data/images/P001989.jpg","Bodegón con pájaro muerto - Juan de Espinosa (1651)  https://www.museodelprado.es/coleccion/obra-de-arte/bodegon-con-pajaro-muerto/8df7694f-5f23-41a1-a014-b4ca30f78575?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1958,"G002145","Francisco de Goya y Lucientes","La filiacion","1797 - 1799","Aguafuerte; Aguatinta","Papel verjurado, ahuesado","Alto: 306 mm.; Ancho: 201 mm.; Alto huella de la plancha: 213 mm.; Ancho huella de la plancha: 151 mm.","Colección Plácido Arango Arias; donación Plácido Arango Arias, 1991.","https://www.museodelprado.es/coleccion/obra-de-arte/la-filiacion/1d9053a9-2292-4b51-92fa-2dec5d016630?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/1d/1d90/1d9053a9-2292-4b51-92fa-2dec5d016630/ab8b0edb-7ec4-4c44-b64c-d9806199f471.jpg","data/images/G002145.jpg","La filiacion - Francisco de Goya y Lucientes (1797 - 1799)  https://www.museodelprado.es/coleccion/obra-de-arte/la-filiacion/1d9053a9-2292-4b51-92fa-2dec5d016630?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1619,"D004052","Francisco de Goya y Lucientes","Por haber nacido en otra parte","1810 - 1811","Aguada; Pincel; Tinta parda; Tinta ferrogálica","Papel verjurado","Alto: 205 mm.; Ancho: 144 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/por-haber-nacido-en-otra-parte/472099e4-2e96-427b-86f7-fd80ff209f37?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/47/4720/472099e4-2e96-427b-86f7-fd80ff209f37/874d5eb4-77dc-4af8-8e51-48a92d7326ef.jpg","data/images/D004052.jpg","Por haber nacido en otra parte - Francisco de Goya y Lucientes (1810 - 1811)  https://www.museodelprado.es/coleccion/obra-de-arte/por-haber-nacido-en-otra-parte/472099e4-2e96-427b-86f7-fd80ff209f37?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
41,"P002944","Francesco Traini","La Virgen con el Niño","Hacia 1345","Dorado; Témpera","Tabla","Alto: 48 cm.; Ancho: 42 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-con-el-nio/7928cdb7-4df0-4636-a1ae-c3641361b619?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/79/7928/7928cdb7-4df0-4636-a1ae-c3641361b619/37680e75-b7ee-49fd-b1d9-0fc0c69b69b4.jpg","data/images/P002944.jpg","La Virgen con el Niño - Francesco Traini (Hacia 1345)  https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-con-el-nio/7928cdb7-4df0-4636-a1ae-c3641361b619?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
811,"P004717","Sébastien Bourdon","La serpiente de metal","1650 - 1660","Óleo","Lienzo","Alto: 113 cm.; Ancho: 151 cm.","Comprado por el coleccionista Brunov en Lodres en 1946. Legado por Katy Brunov al Museo del Prado, 1979","https://www.museodelprado.es/coleccion/obra-de-arte/la-serpiente-de-metal/d5ad6d17-ea2a-4757-9a9e-d5645aebb74b?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/d5/d5ad/d5ad6d17-ea2a-4757-9a9e-d5645aebb74b/9d3f9cb6-ce35-4547-aa16-bc7eb96f3188.jpg","data/images/P004717.jpg","La serpiente de metal - Sébastien Bourdon (1650 - 1660)  https://www.museodelprado.es/coleccion/obra-de-arte/la-serpiente-de-metal/d5ad6d17-ea2a-4757-9a9e-d5645aebb74b?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
214,"P000283","Parmigianino. Girolamo Francesco Maria Mazzola","La Sagrada Familia con ángeles","Hacia 1524","Óleo","Tabla","Alto: 110 cm.; Ancho: 89 cm.","Colección Real","https://www.museodelprado.es/coleccion/obra-de-arte/la-sagrada-familia-con-angeles/13f4beab-b156-4d23-a6c9-b38d664504e0?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/13/13f4/13f4beab-b156-4d23-a6c9-b38d664504e0/b16f0a4a-e20c-4bff-8068-a57f1d558101.jpg","data/images/P000283.jpg","La Sagrada Familia con ángeles - Parmigianino. Girolamo Francesco Maria Mazzola (Hacia 1524)  https://www.museodelprado.es/coleccion/obra-de-arte/la-sagrada-familia-con-angeles/13f4beab-b156-4d23-a6c9-b38d664504e0?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
1585,"D004048","Francisco de Goya y Lucientes","Ya dispertará","1808 - 1814","Aguada; Pincel; Tinta de hollín; Tinta parda","Papel verjurado","Alto: 205 mm.; Ancho: 141 mm.","Javier Goya, Madrid, 1828; Mariano Goya, Madrid, 1854; Federico de Madrazo y/o Román Garreta, Madrid, c. 1855-1860; Museo de la Trinidad, Madrid, 5-4-1866; Museo del Prado, 1872.","https://www.museodelprado.es/coleccion/obra-de-arte/ya-dispertara/7f255d5b-0d3d-473c-ace4-4349cb4f84fa?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/7f/7f25/7f255d5b-0d3d-473c-ace4-4349cb4f84fa/e2a213a1-9a28-4b0b-a906-29f960a5bc27.jpg","data/images/D004048.jpg","Ya dispertará - Francisco de Goya y Lucientes (1808 - 1814)  https://www.museodelprado.es/coleccion/obra-de-arte/ya-dispertara/7f255d5b-0d3d-473c-ace4-4349cb4f84fa?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
861,"P001534","Jan Fyt","Concierto de aves","1661","Óleo","Lienzo","Alto: 135 cm.; Ancho: 174 cm.","Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, antecámara de la reina, 1746, nº 735; La Granja, pieza última del cuarto del rey, 1766, nº 735; Palacio de Aranjuez, Madrid, cuarto del príncipe-pieza del juego, 1794, nº 735; Aranjuez, pieza inmediata al Retrete del Rey en el trasquarto, 1818, nº 735).","https://www.museodelprado.es/coleccion/obra-de-arte/concierto-de-aves/aba138e1-6044-4d9e-8e39-c6121e482220?searchid=83271039-90f4-7875-dc29-c302c2590974","https://content3.cdnprado.net/imagenes/Documentos/imgsem/ab/aba1/aba138e1-6044-4d9e-8e39-c6121e482220/11144f34-c622-484e-b4a3-a1038e13c4b2.jpg","data/images/P001534.jpg","Concierto de aves - Jan Fyt (1661)  https://www.museodelprado.es/coleccion/obra-de-arte/concierto-de-aves/aba138e1-6044-4d9e-8e39-c6121e482220?searchid=83271039-90f4-7875-dc29-c302c2590974",TRUE,FALSE
